# RaceRender Data: TrackAddict 3.6.2 on Android 7.1.1 [Sony E5823 / Qualcomm Technologies, Inc MSM8994] (Mode: 0)
# End Point: 55.987240, 13.113570  @ -1.00 deg
"Time","Lap","Predicted Lap Time","Predicted vs Best Lap","GPS_Update","GPS_Delay","Latitude","Longitude","Altitude (m)","Altitude (ft)","Speed (KM/H)","Heading","Accuracy (m)","Accel X","Accel Y","Accel Z","Brake (calculated)"
1402.995,13,0,0,1,0.287,55.9876717,13.1134350,73.6,241,16.4,309.9,2.6,-0.05,-0.12,-0.01,0
1403.043,13,0,0,0,0.287,55.9876717,13.1134350,73.6,241,16.4,309.9,2.6,-0.04,-0.12,-0.01,0
1403.087,13,0,0,1,0.279,55.9876750,13.1134300,73.6,241,16.7,309.5,2.6,-0.03,-0.13,-0.01,0
1403.136,13,0,0,0,0.279,55.9876750,13.1134300,73.6,241,16.7,309.5,2.6,-0.03,-0.13,-0.01,0
1403.182,13,0,0,0,0.279,55.9876750,13.1134300,73.6,241,16.7,309.5,2.6,-0.02,-0.12,0.00,0
1403.200,13,0,0,1,0.292,55.9876767,13.1134233,73.6,241,16.7,308.8,2.6,-0.01,-0.13,0.01,0
1403.250,13,0,0,0,0.292,55.9876767,13.1134233,73.6,241,16.7,308.8,2.6,-0.01,-0.13,-0.00,0
1403.296,13,0,0,1,0.288,55.9876800,13.1134183,73.6,241,16.6,308.1,2.6,-0.02,-0.12,-0.01,0
1403.342,13,0,0,0,0.288,55.9876800,13.1134183,73.6,241,16.6,308.1,2.6,-0.03,-0.12,-0.00,0
1403.381,13,0,0,1,0.273,55.9876817,13.1134117,73.6,241,16.6,308.0,2.6,-0.03,-0.14,-0.00,0
1403.431,13,0,0,0,0.273,55.9876817,13.1134117,73.6,241,16.6,308.0,2.6,-0.05,-0.13,-0.01,0
1403.479,13,0,0,0,0.273,55.9876817,13.1134117,73.6,241,16.6,308.0,2.6,-0.05,-0.13,-0.01,0
1403.494,13,0,0,1,0.286,55.9876850,13.1134067,73.6,241,16.6,307.2,2.6,-0.04,-0.12,-0.01,0
1403.541,13,0,0,0,0.286,55.9876850,13.1134067,73.6,241,16.6,307.2,2.6,-0.04,-0.12,-0.00,0
1403.584,13,0,0,1,0.276,55.9876867,13.1134000,73.6,241,16.6,307.3,2.6,-0.03,-0.12,-0.00,0
1403.630,13,0,0,0,0.276,55.9876867,13.1134000,73.6,241,16.6,307.3,2.6,-0.03,-0.11,-0.01,0
1403.679,13,0,0,0,0.276,55.9876867,13.1134000,73.6,241,16.6,307.3,2.6,-0.02,-0.12,-0.01,0
1403.698,13,0,0,1,0.290,55.9876900,13.1133950,73.6,241,16.6,306.9,2.6,-0.02,-0.12,-0.00,0
1403.748,13,0,0,0,0.290,55.9876900,13.1133950,73.6,241,16.6,306.9,2.6,-0.02,-0.12,-0.00,0
1403.795,13,0,0,0,0.290,55.9876900,13.1133950,73.6,241,16.6,306.9,2.6,-0.03,-0.12,-0.01,0
1403.835,13,0,0,1,0.327,55.9876917,13.1133883,73.6,241,17.0,307.0,2.6,-0.04,-0.13,-0.01,0
1403.882,13,0,0,0,0.327,55.9876917,13.1133883,73.6,241,17.0,307.0,2.6,-0.05,-0.13,-0.01,0
1403.902,13,0,0,1,0.294,55.9876950,13.1133817,73.6,241,17.1,308.1,2.6,-0.06,-0.13,-0.01,0
1403.949,13,0,0,0,0.294,55.9876950,13.1133817,73.6,241,17.1,308.1,2.6,-0.05,-0.14,-0.00,0
1403.997,13,0,0,0,0.294,55.9876950,13.1133817,73.6,241,17.1,308.1,2.6,-0.04,-0.14,-0.01,0
1404.027,13,0,0,1,0.319,55.9876967,13.1133767,73.6,241,17.1,308.4,2.6,-0.03,-0.13,-0.02,0
1404.077,13,0,0,0,0.319,55.9876967,13.1133767,73.6,241,17.1,308.4,2.6,-0.03,-0.13,-0.01,0
1404.081,13,0,0,1,0.273,55.9877000,13.1133700,73.6,241,17.5,307.6,2.6,-0.02,-0.14,-0.01,0
1404.130,13,0,0,0,0.273,55.9877000,13.1133700,73.6,241,17.5,307.6,2.6,-0.02,-0.13,-0.01,0
1404.180,13,0,0,0,0.273,55.9877000,13.1133700,73.6,241,17.5,307.6,2.6,-0.02,-0.13,-0.01,0
1404.227,13,0,0,0,0.273,55.9877000,13.1133700,73.6,241,17.5,307.6,2.6,-0.02,-0.13,-0.01,0
1404.288,13,0,0,0,0.273,55.9877000,13.1133700,73.6,241,17.5,307.6,2.6,-0.03,-0.14,-0.01,0
1404.340,13,0,0,0,0.273,55.9877000,13.1133700,73.6,241,17.5,307.6,2.6,-0.03,-0.14,-0.01,0
1404.344,13,0,0,1,0.436,55.9877033,13.1133650,73.6,241,17.4,307.2,2.6,-0.04,-0.13,0.00,0
1404.393,13,0,0,0,0.436,55.9877033,13.1133650,73.6,241,17.4,307.2,2.6,-0.04,-0.13,-0.01,0
1404.442,13,0,0,0,0.436,55.9877033,13.1133650,73.6,241,17.4,307.2,2.6,-0.03,-0.14,-0.01,0
1404.486,13,0,0,1,0.478,55.9877050,13.1133583,73.6,241,17.3,306.3,2.6,-0.03,-0.14,-0.01,0
1404.542,13,0,0,0,0.478,55.9877050,13.1133583,73.6,241,17.3,306.3,2.6,-0.02,-0.14,-0.01,0
1404.595,13,0,0,0,0.478,55.9877050,13.1133583,73.6,241,17.3,306.3,2.6,-0.02,-0.14,-0.01,0
1404.620,13,0,0,1,0.512,55.9877083,13.1133517,73.6,241,17.3,305.0,2.6,-0.02,-0.14,-0.01,0
1404.667,13,0,0,0,0.512,55.9877083,13.1133517,73.6,241,17.3,305.0,2.6,-0.03,-0.14,-0.02,0
1404.715,13,0,0,0,0.512,55.9877083,13.1133517,73.6,241,17.3,305.0,2.6,-0.04,-0.13,-0.02,0
1404.734,13,0,0,1,0.526,55.9877100,13.1133450,73.6,241,16.9,304.4,2.6,-0.04,-0.13,-0.02,0
1404.735,13,0,0,1,0.427,55.9877133,13.1133400,73.6,241,17.3,303.5,2.6,-0.04,-0.13,-0.01,0
1404.770,13,0,0,1,0.362,55.9877150,13.1133333,73.6,241,17.4,303.3,2.6,-0.04,-0.13,-0.01,0
1404.796,13,0,0,1,0.288,55.9877167,13.1133267,73.6,241,17.2,303.4,2.6,-0.03,-0.14,-0.01,0
1404.844,13,0,0,0,0.288,55.9877167,13.1133267,73.6,241,17.2,303.4,2.6,-0.03,-0.14,-0.01,0
1404.881,13,0,0,1,0.273,55.9877200,13.1133200,73.6,241,17.7,303.2,2.6,-0.02,-0.14,-0.01,0
1404.929,13,0,0,0,0.273,55.9877200,13.1133200,73.6,241,17.7,303.2,2.6,-0.03,-0.13,-0.02,0
1404.978,13,0,0,0,0.273,55.9877200,13.1133200,73.6,241,17.7,303.2,2.6,-0.02,-0.13,-0.01,0
1405.027,13,0,0,0,0.273,55.9877200,13.1133200,73.6,241,17.7,303.2,2.6,-0.02,-0.13,-0.01,0
1405.034,13,0,0,1,0.326,55.9877217,13.1133133,73.6,241,17.6,303.1,2.6,-0.04,-0.13,-0.02,0
1405.083,13,0,0,0,0.326,55.9877217,13.1133133,73.6,241,17.6,303.1,2.6,-0.03,-0.13,-0.01,0
1405.106,13,0,0,1,0.298,55.9877250,13.1133067,73.6,241,17.3,303.2,2.6,-0.04,-0.13,-0.02,0
1405.153,13,0,0,0,0.298,55.9877250,13.1133067,73.6,241,17.3,303.2,2.6,-0.03,-0.14,-0.02,0
1405.185,13,0,0,1,0.277,55.9877267,13.1133000,73.6,241,17.4,302.7,2.6,-0.04,-0.12,-0.02,0
1405.234,13,0,0,0,0.277,55.9877267,13.1133000,73.6,241,17.4,302.7,2.6,-0.03,-0.13,-0.01,0
1405.295,13,0,0,0,0.277,55.9877267,13.1133000,73.6,241,17.4,302.7,2.6,-0.02,-0.13,-0.01,0
1405.301,13,0,0,1,0.293,55.9877300,13.1132933,73.6,241,17.3,302.3,2.6,-0.02,-0.14,-0.01,0
1405.351,13,0,0,0,0.293,55.9877300,13.1132933,73.6,241,17.3,302.3,2.6,-0.02,-0.15,-0.01,0
1405.392,13,0,0,1,0.284,55.9877317,13.1132867,73.6,241,17.9,302.7,2.6,-0.02,-0.14,-0.02,0
1405.441,13,0,0,0,0.284,55.9877317,13.1132867,73.6,241,17.9,302.7,2.6,-0.02,-0.15,-0.02,0
1405.481,13,0,0,1,0.273,55.9877333,13.1132800,73.6,241,17.8,302.2,2.6,-0.02,-0.17,-0.02,0
1405.529,13,0,0,0,0.273,55.9877333,13.1132800,73.6,241,17.8,302.2,2.6,-0.02,-0.18,-0.02,0
1405.579,13,0,0,0,0.273,55.9877333,13.1132800,73.6,241,17.8,302.2,2.6,-0.02,-0.17,-0.02,0
1405.595,13,0,0,1,0.287,55.9877367,13.1132733,73.6,241,17.7,301.7,2.6,-0.02,-0.17,-0.02,0
1405.641,13,0,0,0,0.287,55.9877367,13.1132733,73.6,241,17.7,301.7,2.6,-0.01,-0.18,-0.01,0
1405.691,13,0,0,0,0.287,55.9877367,13.1132733,73.6,241,17.7,301.7,2.6,-0.01,-0.18,-0.01,0
1405.697,13,0,0,1,0.289,55.9877383,13.1132667,73.6,241,17.8,302.1,2.6,-0.00,-0.18,-0.01,0
1405.743,13,0,0,0,0.289,55.9877383,13.1132667,73.6,241,17.8,302.1,2.6,-0.00,-0.19,-0.01,0
1405.797,13,0,0,0,0.289,55.9877383,13.1132667,73.6,241,17.8,302.1,2.6,0.00,-0.19,-0.01,0
1405.799,13,0,0,1,0.291,55.9877417,13.1132600,73.6,241,17.9,302.4,2.6,0.01,-0.19,-0.02,0
1405.848,13,0,0,0,0.291,55.9877417,13.1132600,73.6,241,17.9,302.4,2.6,0.01,-0.19,-0.01,0
1405.891,13,0,0,1,0.283,55.9877433,13.1132533,73.5,241,17.9,302.6,2.6,-0.00,-0.18,-0.01,0
1405.945,13,0,0,0,0.283,55.9877433,13.1132533,73.5,241,17.9,302.6,2.6,-0.00,-0.17,-0.02,0
1405.983,13,0,0,1,0.275,55.9877467,13.1132467,73.5,241,17.9,303.6,2.6,-0.00,-0.17,-0.02,0
1406.030,13,0,0,0,0.275,55.9877467,13.1132467,73.5,241,17.9,303.6,2.6,0.00,-0.18,-0.02,0
1406.080,13,0,0,0,0.275,55.9877467,13.1132467,73.5,241,17.9,303.6,2.6,-0.00,-0.18,-0.01,0
1406.097,13,0,0,1,0.289,55.9877483,13.1132400,73.5,241,18.0,303.8,2.6,-0.00,-0.19,-0.01,0
1406.143,13,0,0,0,0.289,55.9877483,13.1132400,73.5,241,18.0,303.8,2.6,-0.00,-0.18,-0.01,0
1406.189,13,0,0,1,0.281,55.9877517,13.1132333,73.5,241,18.1,304.3,2.6,-0.01,-0.17,-0.02,0
1406.235,13,0,0,0,0.281,55.9877517,13.1132333,73.5,241,18.1,304.3,2.6,-0.01,-0.17,-0.01,0
1406.283,13,0,0,0,0.281,55.9877517,13.1132333,73.5,241,18.1,304.3,2.6,-0.01,-0.17,-0.01,0
1406.307,13,0,0,1,0.299,55.9877533,13.1132267,73.5,241,18.1,304.7,2.6,-0.01,-0.17,-0.02,0
1406.353,13,0,0,0,0.299,55.9877533,13.1132267,73.5,241,18.1,304.7,2.6,-0.02,-0.17,-0.02,0
1406.394,13,0,0,1,0.286,55.9877567,13.1132200,73.5,241,18.1,304.8,2.6,-0.01,-0.18,-0.02,0
1406.445,13,0,0,0,0.286,55.9877567,13.1132200,73.5,241,18.1,304.8,2.6,-0.01,-0.17,-0.01,0
1406.481,13,0,0,1,0.273,55.9877583,13.1132133,73.5,241,18.1,305.0,2.6,-0.01,-0.16,-0.01,0
1406.528,13,0,0,0,0.273,55.9877583,13.1132133,73.5,241,18.1,305.0,2.6,-0.01,-0.16,-0.02,0
1406.575,13,0,0,0,0.273,55.9877583,13.1132133,73.5,241,18.1,305.0,2.6,-0.01,-0.17,-0.01,0
1406.598,13,0,0,1,0.290,55.9877617,13.1132067,73.5,241,18.2,305.1,2.6,-0.01,-0.16,-0.01,0
1406.647,13,0,0,0,0.290,55.9877617,13.1132067,73.5,241,18.2,305.1,2.6,-0.01,-0.16,-0.01,0
1406.687,13,0,0,1,0.279,55.9877633,13.1132000,73.5,241,18.2,304.8,2.6,-0.01,-0.16,-0.02,0
1406.734,13,0,0,0,0.279,55.9877633,13.1132000,73.5,241,18.2,304.8,2.6,-0.01,-0.16,-0.02,0
1406.783,13,0,0,0,0.279,55.9877633,13.1132000,73.5,241,18.2,304.8,2.6,-0.01,-0.16,-0.01,0
1406.797,13,0,0,1,0.289,55.9877667,13.1131933,73.5,241,18.5,304.9,2.6,-0.01,-0.16,-0.00,0
1406.847,13,0,0,0,0.289,55.9877667,13.1131933,73.5,241,18.5,304.9,2.6,-0.01,-0.16,-0.00,0
1406.884,13,0,0,1,0.276,55.9877683,13.1131867,73.5,241,18.4,304.9,2.6,-0.02,-0.15,-0.02,0
1406.930,13,0,0,0,0.276,55.9877683,13.1131867,73.5,241,18.4,304.9,2.6,-0.02,-0.15,-0.02,0
1406.977,13,0,0,0,0.276,55.9877683,13.1131867,73.5,241,18.4,304.9,2.6,-0.01,-0.16,-0.01,0
1406.998,13,0,0,1,0.290,55.9877717,13.1131800,73.5,241,18.4,304.6,3.5,-0.00,-0.16,-0.00,0
1407.056,13,0,0,0,0.290,55.9877717,13.1131800,73.5,241,18.4,304.6,3.5,-0.01,-0.16,-0.01,0
1407.086,13,0,0,1,0.279,55.9877750,13.1131733,73.5,241,17.7,304.5,3.5,-0.01,-0.16,-0.02,0
1407.136,13,0,0,0,0.279,55.9877750,13.1131733,73.5,241,17.7,304.5,3.5,-0.01,-0.16,-0.02,0
1407.179,13,0,0,1,0.271,55.9877767,13.1131667,73.5,241,18.3,304.5,3.5,-0.01,-0.15,-0.02,0
1407.228,13,0,0,0,0.271,55.9877767,13.1131667,73.5,241,18.3,304.5,3.5,-0.01,-0.15,-0.02,0
1407.278,13,0,0,0,0.271,55.9877767,13.1131667,73.5,241,18.3,304.5,3.5,-0.02,-0.15,-0.02,0
1407.291,13,0,0,1,0.283,55.9877800,13.1131600,73.5,241,18.4,304.0,3.5,-0.01,-0.16,-0.02,0
1407.339,13,0,0,0,0.283,55.9877800,13.1131600,73.5,241,18.4,304.0,3.5,-0.01,-0.16,-0.01,0
1407.388,13,0,0,1,0.280,55.9877817,13.1131533,73.5,241,18.3,304.3,3.5,-0.01,-0.16,-0.01,0
1407.435,13,0,0,0,0.280,55.9877817,13.1131533,73.5,241,18.3,304.3,3.5,-0.01,-0.16,-0.01,0
1407.482,13,0,0,0,0.280,55.9877817,13.1131533,73.5,241,18.3,304.3,3.5,-0.01,-0.16,-0.01,0
1407.497,13,0,0,1,0.289,55.9877850,13.1131467,73.5,241,18.3,305.0,2.6,-0.01,-0.16,-0.02,0
1407.546,13,0,0,0,0.289,55.9877850,13.1131467,73.5,241,18.3,305.0,2.6,-0.01,-0.16,-0.01,0
1407.587,13,0,0,1,0.279,55.9877867,13.1131400,73.4,241,18.4,305.5,2.6,-0.01,-0.14,-0.02,0
1407.637,13,0,0,0,0.279,55.9877867,13.1131400,73.4,241,18.4,305.5,2.6,-0.01,-0.14,-0.02,0
1407.680,13,0,0,1,0.272,55.9877900,13.1131333,73.4,241,18.4,305.1,2.6,-0.01,-0.15,-0.01,0
1407.730,13,0,0,0,0.272,55.9877900,13.1131333,73.4,241,18.4,305.1,2.6,-0.01,-0.15,-0.01,0
1407.781,13,0,0,0,0.272,55.9877900,13.1131333,73.4,241,18.4,305.1,2.6,-0.01,-0.15,-0.01,0
1407.792,13,0,0,1,0.284,55.9877917,13.1131267,73.4,241,18.4,305.0,2.6,-0.01,-0.17,-0.00,0
1407.839,13,0,0,0,0.284,55.9877917,13.1131267,73.4,241,18.4,305.0,2.6,-0.01,-0.16,-0.01,0
1407.889,13,0,0,0,0.284,55.9877917,13.1131267,73.4,241,18.4,305.0,2.6,-0.02,-0.16,-0.01,0
1407.891,13,0,0,1,0.283,55.9877950,13.1131200,73.4,241,18.3,304.4,2.6,-0.01,-0.17,0.00,0
1407.939,13,0,0,0,0.283,55.9877950,13.1131200,73.4,241,18.3,304.4,2.6,-0.00,-0.17,-0.00,0
1407.981,13,0,0,1,0.273,55.9877983,13.1131133,73.4,241,18.4,304.7,2.6,-0.01,-0.16,-0.01,0
1408.028,13,0,0,0,0.273,55.9877983,13.1131133,73.4,241,18.4,304.7,2.6,-0.01,-0.16,-0.01,0
1408.077,13,0,0,0,0.273,55.9877983,13.1131133,73.4,241,18.4,304.7,2.6,-0.01,-0.15,-0.01,0
1408.108,13,0,0,1,0.300,55.9878000,13.1131067,73.4,241,18.0,304.5,2.6,-0.01,-0.15,-0.00,0
1408.155,13,0,0,0,0.300,55.9878000,13.1131067,73.4,241,18.0,304.5,2.6,-0.01,-0.16,-0.01,0
1408.187,13,0,0,1,0.279,55.9878033,13.1131000,73.4,241,18.5,305.0,2.6,-0.02,-0.14,-0.02,0
1408.236,13,0,0,0,0.279,55.9878033,13.1131000,73.4,241,18.5,305.0,2.6,-0.02,-0.14,-0.01,0
1408.284,13,0,0,0,0.279,55.9878033,13.1131000,73.4,241,18.5,305.0,2.6,-0.02,-0.15,-0.01,0
1408.302,13,0,0,1,0.294,55.9878050,13.1130933,73.4,241,18.6,305.1,2.6,-0.01,-0.15,-0.01,0
1408.355,13,0,0,0,0.294,55.9878050,13.1130933,73.4,241,18.6,305.1,2.6,-0.01,-0.15,-0.02,0
1408.392,13,0,0,1,0.284,55.9878083,13.1130867,73.4,241,18.1,305.0,2.6,-0.02,-0.15,-0.01,0
1408.441,13,0,0,0,0.284,55.9878083,13.1130867,73.4,241,18.1,305.0,2.6,-0.01,-0.15,-0.01,0
1408.481,13,0,0,1,0.273,55.9878100,13.1130800,73.4,241,18.1,304.7,2.6,-0.01,-0.15,-0.01,0
1408.528,13,0,0,0,0.273,55.9878100,13.1130800,73.4,241,18.1,304.7,2.6,-0.01,-0.14,-0.01,0
1408.584,13,0,0,0,0.273,55.9878100,13.1130800,73.4,241,18.1,304.7,2.6,-0.01,-0.14,-0.01,0
1408.595,13,0,0,1,0.287,55.9878133,13.1130733,73.4,241,18.2,304.7,2.6,0.00,-0.16,-0.01,0
1408.642,13,0,0,0,0.287,55.9878133,13.1130733,73.4,241,18.2,304.7,2.6,-0.00,-0.15,-0.01,0
1408.682,13,0,0,1,0.274,55.9878167,13.1130667,73.4,241,18.2,305.2,2.6,-0.00,-0.16,-0.01,0
1408.735,13,0,0,0,0.274,55.9878167,13.1130667,73.4,241,18.2,305.2,2.6,-0.01,-0.16,-0.01,0
1408.781,13,0,0,0,0.274,55.9878167,13.1130667,73.4,241,18.2,305.2,2.6,-0.01,-0.15,-0.01,0
1408.803,13,0,0,1,0.295,55.9878183,13.1130600,73.4,241,18.2,305.5,2.6,-0.01,-0.15,-0.00,0
1408.856,13,0,0,0,0.295,55.9878183,13.1130600,73.4,241,18.2,305.5,2.6,-0.01,-0.15,-0.01,0
1408.891,13,0,0,1,0.283,55.9878217,13.1130533,73.4,241,18.3,305.7,2.6,-0.02,-0.14,-0.01,0
1408.939,13,0,0,0,0.283,55.9878217,13.1130533,73.4,241,18.3,305.7,2.6,-0.01,-0.15,-0.01,0
1408.985,13,0,0,1,0.277,55.9878233,13.1130467,73.4,241,18.3,306.0,2.6,-0.02,-0.13,-0.02,0
1409.039,13,0,0,0,0.277,55.9878233,13.1130467,73.4,241,18.3,306.0,2.6,-0.02,-0.14,-0.01,0
1409.088,13,0,0,1,0.280,55.9878267,13.1130400,73.4,241,18.6,305.6,2.6,-0.02,-0.14,-0.02,0
1409.134,13,0,0,0,0.280,55.9878267,13.1130400,73.4,241,18.6,305.6,2.6,-0.01,-0.14,-0.01,0
1409.181,13,0,0,0,0.280,55.9878267,13.1130400,73.4,241,18.6,305.6,2.6,-0.02,-0.15,-0.01,0
1409.233,13,0,0,0,0.280,55.9878267,13.1130400,73.4,241,18.6,305.6,2.6,-0.02,-0.14,-0.02,0
1409.287,13,0,0,0,0.280,55.9878267,13.1130400,73.4,241,18.6,305.6,2.6,-0.02,-0.14,-0.01,0
1409.294,13,0,0,1,0.386,55.9878300,13.1130333,73.4,241,18.4,304.8,2.6,0.00,-0.14,-0.02,0
1409.342,13,0,0,0,0.386,55.9878300,13.1130333,73.4,241,18.4,304.8,2.6,-0.00,-0.14,-0.02,0
1409.392,13,0,0,0,0.386,55.9878300,13.1130333,73.4,241,18.4,304.8,2.6,-0.01,-0.14,-0.02,0
1409.432,13,0,0,1,0.424,55.9878317,13.1130267,73.4,241,18.4,304.5,2.6,-0.01,-0.15,-0.01,0
1409.481,13,0,0,0,0.424,55.9878317,13.1130267,73.4,241,18.4,304.5,2.6,-0.01,-0.14,-0.01,0
1409.531,13,0,0,0,0.424,55.9878317,13.1130267,73.4,241,18.4,304.5,2.6,-0.01,-0.14,-0.01,0
1409.565,13,0,0,1,0.457,55.9878350,13.1130200,73.4,241,18.3,304.1,2.6,-0.01,-0.14,-0.02,0
1409.617,13,0,0,0,0.457,55.9878350,13.1130200,73.4,241,18.3,304.1,2.6,-0.01,-0.14,-0.02,0
1409.641,13,0,0,1,0.433,55.9878367,13.1130133,73.4,241,18.2,304.2,2.6,-0.01,-0.16,-0.00,0
1409.645,13,0,0,1,0.337,55.9878400,13.1130067,73.4,241,18.2,304.0,2.6,0.01,-0.16,-0.00,0
1409.686,13,0,0,1,0.278,55.9878417,13.1130000,73.4,241,18.2,304.5,2.6,0.02,-0.17,-0.00,0
1409.734,13,0,0,0,0.278,55.9878417,13.1130000,73.4,241,18.2,304.5,2.6,0.01,-0.16,-0.01,0
1409.785,13,0,0,0,0.278,55.9878417,13.1130000,73.4,241,18.2,304.5,2.6,0.00,-0.16,-0.01,0
1409.798,13,0,0,1,0.290,55.9878450,13.1129933,73.4,241,18.3,304.4,2.6,0.00,-0.15,-0.01,0
1409.847,13,0,0,0,0.290,55.9878450,13.1129933,73.4,241,18.3,304.4,2.6,-0.00,-0.14,-0.01,0
1409.887,13,0,0,1,0.279,55.9878467,13.1129867,73.4,241,18.2,305.0,2.6,-0.01,-0.14,-0.02,0
1409.934,13,0,0,0,0.279,55.9878467,13.1129867,73.4,241,18.2,305.0,2.6,-0.01,-0.15,-0.01,0
1409.986,13,0,0,0,0.279,55.9878467,13.1129867,73.4,241,18.2,305.0,2.6,-0.01,-0.14,-0.01,0
1409.990,13,0,0,1,0.282,55.9878500,13.1129800,73.4,241,18.2,304.6,2.6,-0.00,-0.15,-0.00,0
1410.037,13,0,0,0,0.282,55.9878500,13.1129800,73.4,241,18.2,304.6,2.6,-0.00,-0.15,-0.00,0
1410.092,13,0,0,0,0.282,55.9878500,13.1129800,73.4,241,18.2,304.6,2.6,-0.01,-0.15,-0.01,0
1410.096,13,0,0,1,0.288,55.9878517,13.1129733,73.3,240,18.2,304.6,2.6,-0.00,-0.15,-0.02,0
1410.153,13,0,0,0,0.288,55.9878517,13.1129733,73.3,240,18.2,304.6,2.6,0.00,-0.14,-0.02,0
1410.208,13,0,0,1,0.300,55.9878550,13.1129667,73.3,240,18.3,304.1,2.6,-0.00,-0.14,-0.01,0
1410.257,13,0,0,0,0.300,55.9878550,13.1129667,73.3,240,18.3,304.1,2.6,-0.01,-0.14,-0.02,0
1410.290,13,0,0,1,0.282,55.9878567,13.1129600,73.3,240,18.3,304.0,2.6,-0.00,-0.14,-0.01,0
1410.339,13,0,0,0,0.282,55.9878567,13.1129600,73.3,240,18.3,304.0,2.6,-0.00,-0.14,-0.01,0
1410.398,13,0,0,0,0.282,55.9878567,13.1129600,73.3,240,18.3,304.0,2.6,0.01,-0.14,-0.01,0
1410.405,13,0,0,1,0.297,55.9878600,13.1129533,73.3,240,18.3,304.0,2.6,0.01,-0.14,-0.02,0
1410.454,13,0,0,0,0.297,55.9878600,13.1129533,73.3,240,18.3,304.0,2.6,0.00,-0.15,-0.01,0
1410.494,13,0,0,1,0.286,55.9878633,13.1129467,73.3,240,18.3,304.2,2.6,0.00,-0.15,-0.01,0
1410.543,13,0,0,0,0.286,55.9878633,13.1129467,73.3,240,18.3,304.2,2.6,-0.00,-0.15,-0.01,0
1410.590,13,0,0,1,0.282,55.9878650,13.1129400,73.3,240,17.9,303.9,2.6,-0.01,-0.14,-0.02,0
1410.636,13,0,0,0,0.282,55.9878650,13.1129400,73.3,240,17.9,303.9,2.6,-0.01,-0.14,-0.02,0
1410.690,13,0,0,0,0.282,55.9878650,13.1129400,73.3,240,17.9,303.9,2.6,-0.01,-0.14,-0.01,0
1410.697,13,0,0,1,0.289,55.9878683,13.1129333,73.3,240,18.0,303.1,2.6,0.01,-0.14,-0.02,0
1410.745,13,0,0,0,0.289,55.9878683,13.1129333,73.3,240,18.0,303.1,2.6,-0.00,-0.14,-0.02,0
1410.788,13,0,0,1,0.280,55.9878700,13.1129267,73.3,240,17.9,301.5,2.6,-0.00,-0.14,-0.03,0
1410.842,13,0,0,0,0.280,55.9878700,13.1129267,73.3,240,17.9,301.5,2.6,-0.00,-0.15,-0.01,0
1410.896,13,0,0,0,0.280,55.9878700,13.1129267,73.3,240,17.9,301.5,2.6,-0.01,-0.14,-0.02,0
1410.898,13,0,0,1,0.290,55.9878717,13.1129200,73.3,240,18.0,301.0,2.6,-0.00,-0.16,-0.02,0
1410.950,13,0,0,0,0.290,55.9878717,13.1129200,73.3,240,18.0,301.0,2.6,-0.01,-0.15,-0.02,0
1410.988,13,0,0,1,0.280,55.9878750,13.1129117,73.3,240,18.0,301.2,2.6,-0.01,-0.14,-0.01,0
1411.050,13,0,0,0,0.280,55.9878750,13.1129117,73.3,240,18.0,301.2,2.6,-0.01,-0.15,-0.01,0
1411.083,13,0,0,1,0.275,55.9878767,13.1129050,73.3,240,18.0,302.1,2.6,-0.01,-0.14,-0.02,0
1411.131,13,0,0,0,0.275,55.9878767,13.1129050,73.3,240,18.0,302.1,2.6,-0.01,-0.14,-0.02,0
1411.184,13,0,0,0,0.275,55.9878767,13.1129050,73.3,240,18.0,302.1,2.6,-0.01,-0.14,-0.01,0
1411.196,13,0,0,1,0.288,55.9878800,13.1128983,73.3,240,17.9,302.9,2.6,-0.02,-0.15,0.01,0
1411.256,13,0,0,0,0.288,55.9878800,13.1128983,73.3,240,17.9,302.9,2.6,-0.01,-0.15,-0.01,0
1411.282,13,0,0,1,0.274,55.9878817,13.1128917,73.3,240,18.0,303.4,2.6,-0.02,-0.14,-0.02,0
1411.328,13,0,0,0,0.274,55.9878817,13.1128917,73.3,240,18.0,303.4,2.6,-0.02,-0.15,-0.01,0
1411.378,13,0,0,0,0.274,55.9878817,13.1128917,73.3,240,18.0,303.4,2.6,-0.01,-0.14,-0.01,0
1411.397,13,0,0,1,0.289,55.9878850,13.1128850,73.3,240,18.0,303.8,2.6,-0.02,-0.15,0.00,0
1411.449,13,0,0,0,0.289,55.9878850,13.1128850,73.3,240,18.0,303.8,2.6,-0.02,-0.15,-0.00,0
1411.494,13,0,0,1,0.286,55.9878867,13.1128783,73.3,240,18.0,304.0,2.6,-0.01,-0.15,-0.01,0
1411.547,13,0,0,0,0.286,55.9878867,13.1128783,73.3,240,18.0,304.0,2.6,-0.02,-0.15,-0.00,0
1411.595,13,0,0,1,0.287,55.9878900,13.1128717,73.3,240,18.1,304.4,2.6,-0.01,-0.14,-0.01,0
1411.677,13,0,0,0,0.287,55.9878900,13.1128717,73.3,240,18.1,304.4,2.6,-0.02,-0.14,-0.01,0
1411.697,13,0,0,1,0.289,55.9878917,13.1128650,73.3,240,18.2,304.6,2.6,-0.01,-0.14,-0.01,0
1411.752,13,0,0,0,0.289,55.9878917,13.1128650,73.3,240,18.2,304.6,2.6,-0.01,-0.15,-0.00,0
